Complexes(Gene Name)	Min-p-value	Avg-p-value	Number-of-resources
GNAI1;GNAI3	9.59526852803e-05	0.00739389653542859	75
CCNJ;CDKN1C;CCNE1;CCNE2	8.07463251539e-07	0.013217203780840271	58
NUBP1;NUBP2	0.000122672428904	0.000122672428904	1
RIC1;RGP1	0.000396326308767	0.019423606393480702	10
PHKA1;PHKA2;PHKB	1.80215115181e-07	0.005584567275444678	29
CWC22;PRPF19;CWC15;SNRPD3;BCAS2;SYF2;CDC40;SNW1;CRNKL1;CDC5L;AQR;PRPF8;PPIE;RBM22;DHX8	9.86719577632e-39	0.009925971361992894	100
MPDU1;TMEM223;TMEM161B;TMEM68;RFT1;TMEM161A;DPY19L1;TMEM186;ATP13A3;ERMP1;PIGO;PTDSS2;PCNX3;LPCAT4;SOAT1;LPCAT3;CERS2;GPAT4;CERS6;TM9SF3;ATP13A1;ALG11;MBOAT7	1.93125302526e-07	0.013854131711174549	22
SURF6;RPF2;RIOX1;BRIX1;FCF1;DHX37;NOP16;REXO4;NLE1;TSPYL1;NOP2;DDX52;SDAD1;RBM34;RSL24D1;WDR74;UTP3;NIP7;ZNF16;NKRF;SPTY2D1;DNTTIP2;FTSJ3;TBL3;DDX54;ZCCHC9;BMS1;TAF1C;ZBTB11;ZNF771;ISG20L2;NVL;ESF1;PWP2;NOC3L;CCDC86;WDR36;UTP18;WDR46;USP36	1.0404282034e-38	0.008739644057838898	105
PLBD2;IDUA;SGSH;NAGLU;PPT2	3.91820184385e-07	0.013611601513479071	39
GNG5;GNG7	0.000213890388858	0.0056676928384823515	77
INTS8;INTS11;INTS9;INTS4;INTS6	7.46230871214e-15	0.0039223145350100125	16
CERS5;LPCAT4;GPAT3;SOAT1;ALG11;CDS1;ATL2;ATL3;GPAT4;CERS2;RFT1;PIGW;ALG10;ALG8;REEP4;ERMP1;LPCAT3;CERS6;LCLAT1;PIGO;SC5D	4.94943575815e-19	0.007989172874167004	57
QTRT2;QTRT1	0.000396326308767	0.00261897772092675	4
SNAPC4;SNAPC2;SNAPC3;SNAPC1	1.87040600785e-13	0.0011703854740002606	17
CDK4;CCND2;CDKN1A;CCNE2;CCNB1	4.39403393936e-11	0.011825178184414028	124
KCNA6;KCNA3	0.000684134699657	0.0025831982624985	2
ETV1;ETV5	0.00194008561353	0.00194008561353	1
IGFBP2;IGF2	1.57272344749e-06	0.019740300471649163	3
NIPAL1;TMEM143;TP53I11;CLPTM1L;MFSD9;ST7;TMCO3;TMEM245;RFT1;MFSD5;LMBRD2;ATP13A3;ATP13A1;SLC35F5;TLCD4;ERMP1	Null	Null	0
NIPA2;CLPTM1L;ST7;TP53I11;MFSD9;NIPAL1;TMCO3;TMEM143;TMEM245;MFSD5;LMBRD2;RFT1;SLC35F5;TLCD4;ATP13A1;ATP13A3	Null	Null	0
SDC3;SDC2;NRXN3	9.64336783352e-06	0.009896208054795276	20
HS3ST3A1;HS3ST2	3.45760538338e-05	0.008393716230294685	7
ATP13A1;GGCX;RFT1;SEC61A2;CLPTM1L;TMCO3;MPDU1;GPR180;FADS3;PTDSS2;MBOAT7;PIGO;LPCAT3;GPAT4;ICMT;CDS2;ERMP1;LPGAT1	1.80240779031e-09	0.010311953865710715	25
KRT71;KRT28	1.89547365062e-05	0.005762461446769133	6
PARVA;PARVB	4.40362565296e-05	0.019306269166416066	9
FAM126B;TTC7B;FAM126A	1.88710970611e-05	0.018193033630466274	4
ZNF574;ZNF107;ZNF48;ZNF358;ZNF629;ZNF646;CTCF;ZNF275;ZNF512;ZNF579;ZNF317;ZNF189;ZNF668;ZFP91;ZNF184;ZNF768;ZNF689;ZNF770;ZSCAN25;ZKSCAN8;ZNF624;ZBTB24;ZNF445;GZF1;PRDM15;ZNF888;ZNF121;ZNF7;ZNF92;ZNF777;ZNF483;ZNF724;PATZ1;ZNF791;ZNF320;ZNF430;ZNF708;ZNF316;ZNF22;REPIN1;ZNF771;ZNF273;ZNF865;GLI4;ZKSCAN2;E4F1;ZSCAN21;RPL17;ZNF431;ZBTB48;ZNF696	5.7343084234e-43	0.0008740510712194338	74
COX4I1;COX5A;COX6C;MT-CO1	3.74455282772e-11	0.01049612291618704	74
COL1A2;COL3A1	3.14544689497e-06	0.013730053660174288	70
GPAT4;CERS2;KDSR;GPAT3;TMEM259;VKORC1L1;UBAC2;EI24;RFT1;PTDSS2;ERMP1;MSMO1;MBOAT7;FDFT1;MPDU1;CDS2;LPGAT1;LPCAT3;PIGO;ATL3;ICMT	7.03779218836e-18	0.004938867847610802	33
ZNF516;ZNF217;RREB1;RCOR3;EHMT1;KDM1A;RCOR1;HDAC2;EHMT2;HDAC1	3.14465964581e-30	0.00793871873618017	154
ZNF865;ZNF592;ZNF512;ZNF142;ZKSCAN2;ZNF107;GLI4;ZBTB44;ZNF708;ZNF121;MYNN;ZNF696;ZNF888;ZNF263;ZNF444;ZSCAN21;ZNF189;ZNF317;ZKSCAN1;ZNF460;ZSCAN25;ZSCAN26;SP2;ZKSCAN8;ZNF430;ZNF324;ZBTB24;ZNF761;ZNF791;ZNF724;ZNF629;PATZ1;ZNF316;ZNF445;ZNF146;ZNF687;ZNF320;ZNF574;ZNF92;ZNF777	1.00194623118e-32	0.0008289493194586642	64
ZMYM2;PHF21B;ZNF217;RCOR3;RCOR1;RREB1;HDAC1	3.847183639e-21	0.02162548587465976	27
ADD2;ADD1;ADD3	9.10977505312e-07	0.015697127566576173	30
HEXB;HEXA	1.57272344749e-06	0.008709556374748328	39
SLC25A16;SLC25A42;SLC25A23;MTFP1;PARL;MRS2;TMEM126B;SLC25A30;SLC25A46;SLC25A40;SLC25A6;SLC25A15	5.14277389533e-07	0.009696645575583614	18
GON7;TP53RK;LAGE3;TPRKB;OSGEP	3.56155643079e-14	0.007210883388710907	89
HOXD11;ZFPM2;PAX3;ONECUT2;POU3F3;POU3F2;POU3F1;HOXA9;HOXC10;HOXC11;HOXD10	2.64384575834e-09	0.00650078688631607	54
COL4A4;COL9A3;COL13A1	1.68474191973e-06	0.012932574622862647	27
SDHAF4;SDHAF2	9.73433039076e-06	0.0015885500118635867	3
ZNF827;ZNF217;ZNF516;CTBP2;RREB1;HDAC2;RCOR3	2.20161379133e-16	0.023972740831323863	17
RPS3;RPS3A;RPL5;RPS8;RPL18;RPS18;RPS19;RPS13;RPS16;RPS14;RPS24;RPS17;RPS2;RPS5;RPL15;RPS15	1.09206691786e-36	0.003139154942839677	349
DIRAS1;DIRAS2	Null	Null	0
VPS4A;VPS4B	0.00059448946315	0.01640411964252175	12
ABHD16A;RNF121;ST7;TMEM41A;RHBDD3;TMEM223;TMPPE;MBTPS2;TMEM164;DNAJC14;SLC35F1;SC5D	Null	Null	0
KRT6B;KRT13	0.0103092021983	0.01712695834315	2
CHMP4A;CHMP4B;CHMP2A	2.37646305734e-08	0.00714612212378597	67
PMPCA;PMPCB	0.000188726813698	0.010213715417539572	7
ZKSCAN7;ZSCAN22;ZSCAN23	Null	Null	0
MGAT4C;B4GALT6;CHSY3;B4GALT5;MAN2A2;LARGE2;GALNT12	3.48667790006e-08	0.008148778658261871	35
HLA-A;HLA-B;B2M;HLA-H;HLA-E;HLA-F;HLA-C	3.44242757355e-18	0.0034941506783460786	187
ISCA2;ISCA1;IBA57	8.17566664072e-05	0.009171869981470309	12
MRPL2;MRPL36;MRPL20;MRPL27;MRPL51;MRPL35	3.64053836971e-14	0.001394884355670344	44
KRT36;KRT6C	0.0103092021983	0.01712695834315	2
ACOT9;SARS2;ABHD10	0.0235636925082	0.0235636925082	1
SDAD1;TAF1C;RIOX1;NOP2;DHX37;NLE1;TSPYL1;BRIX1;FCF1;RPF2;NOP16;RBM34;UTP3;REXO4;ZNF16;NKRF;WDR74;BMS1;DNTTIP2;FTSJ3;SPTY2D1;NIP7;DDX54;DDX52;ZCCHC9;TBL3;SURF6;ZBTB11;ZNF771;ESF1;NVL;NOC3L;CCDC86;PWP2;RSL24D1;TSPYL2;UTP18;WDR36;PARP2;PUM3	5.49430643489e-41	0.004241631970656242	66
SUCLA2;SUCLG1	1.57272344749e-06	0.013381044358850654	27
CDC42;PARD6B	1.57272344749e-06	0.007061428818823927	7
DMAP1;ACTL6A;TRRAP;MORF4L1;RUVBL2;KAT5;RUVBL1	8.9677940303e-24	0.006005445189869966	70
GEMIN7;STRAP;TSN	9.43594460774e-06	0.001426200915115185	4
IP6K3;NECAB1	Null	Null	0
ZNF770;ZNF107;ZNF574;ZNF48;ZNF668;RSBN1L;ZFP62;ZNF616;RSBN1;ZNF624;ZNF512;ZNF629;ZNF646;ZNF189;ZNF358;ZNF275;ZNF317;CTCF;ZNF184;ZNF689;PRDM15;ZNF768;ZSCAN25;ZNF92;ZNF445;ZNF777;ZKSCAN8;ZBTB24;ZNF7;ZFP91;GZF1;ZNF121;ZNF483;PRDM10;ZNF724;ZNF791;TRMT1L;PATZ1;ZNF320;ZNF430;ZNF708;ZNF316;ZNF813;ZBTB11;REPIN1;ZNF771;ZNF273;ZNF579;CEBPZ;ZNF142;ZNF761;ZNF865;E4F1;ZNF431;RPL17;ZNF324;ZNF766;ZNF100;ZNF780A	2.11340799275e-40	0.0008177228939699925	76
CDK3;CCNC	1.57272344749e-06	0.024981139239823744	2
LIN7C;LIN7B	0.000330271923972	0.010595887215277286	14
VPS52;VPS53;VPS50;VPS51	3.7408120157e-14	0.013015605432710874	16
UNC13A;UNC13B	0.000266905269318	0.00676425092291125	12
FCHO2;FCHO1	0.0074751545459	0.019397446760166668	3
HSPB2;RFPL3	Null	Null	0
RB1;E2F1	1.57272344749e-06	0.007748316159151363	78
ZNF668;ZNF48;ZNF574;ZNF107;ZNF512;ZNF324B;ZFP91;ZNF646;ZNF791;ZNF189;ZNF780A;ZNF358;ZNF275;ZNF708;ZNF766;ZNF142;ZNF813;ZNF121;ZNF460;ZNF7;ZNF317;ZNF689;ZNF430;ZNF324;ZNF320;ZNF724;ZNF768;ZSCAN25;ZKSCAN8;ZNF592;ZNF483;ZNF263;ZNF444;ZBTB24;ZNF629;PATZ1;ZNF624;ZNF316;ZNF445;ZNF92;ZNF777;ZNF865;E4F1;ZNF687	3.65389174376e-35	0.0031480317181564895	76
DCTN2;ACTR1B;ACTR1A;ACTR10	1.34803901798e-08	0.012535499230499809	37
KRT4;KRT13	0.0103092021983	0.0217224562567	3
RPN2;MAGT1;RPN1;DDOST	1.87040600785e-13	0.007084816133433348	43
GLT8D2;GXYLT2;GXYLT1;CHST10;GALNT7;MGAT2;HS6ST2;CHPF2;C1GALT1C1;ST3GAL4;MGAT5	4.58268409796e-13	0.008069670637180766	40
PHF21B;ZNF217;KDM1A;RCOR3;RREB1;RCOR1	8.90887506303e-18	0.014384644287293472	21
JOSD2;GUK1	Null	Null	0
GXYLT2;GXYLT1;HS6ST2;CHST10;GLT8D2;MGAT2;GALNT7;CHPF2;C1GALT1C1;ST3GAL4	2.72206503366e-11	0.0045447201880538125	27
TINF2;TERF1	4.71817034246e-06	0.007338458666251956	36
ZNF217;RREB1;RCOR3;RCOR1;KDM1A;ZNF516;HDAC2	2.18007072877e-20	0.015590313557962162	48
ZNF770;ZNF574;ZNF107;ZFP62;ZNF48;ZNF668;ZNF512;ZNF646;ZNF189;ZNF800;ZNF358;ZNF275;ZNF70;ZNF317;CTCF;ZFP91;ZNF689;ZNF629;ZNF184;ZNF624;ZNF768;ZBTB24;ZKSCAN8;ZSCAN25;ZNF92;ZNF445;ZNF888;GZF1;ZNF121;PRDM15;ZNF7;ZNF777;ZNF616;ZNF483;PRDM10;ZNF724;ZNF791;PATZ1;ZNF320;RSBN1;RSBN1L;TRMT1L;ZNF708;ZNF430;ZNF813;ZNF316;ZNF142;ZNF273;ZNF771;ZNF22;ZBTB11;ZNF865;RPL17;E4F1;CEBPZ;DDX10;SCAF1;LARP1B;ZNF845	1.15195087648e-38	0.0005803554856913199	71
SLC25A22;SLC25A18	3.30271923972e-05	0.01563758923836572	10
DOK2;FN3K	Null	Null	0
DMAC1;SLC25A35;SLC25A23;SLC25A20;SLC25A24;SLC25A29;SLC25A30	0.00627893050408	0.02647573822424	2
ABHD16A;RHBDD3;TMEM41A;ST7;TMEM223;TMEM164;SLC35F1;RNF121;DNAJC14;TMPPE;SC5D	Null	Null	0
SC5D;FAM8A1;KDSR;ALG11;GGCX;TMEM205;RFT1;TMEM161A;RETREG2;TM9SF3;ATP13A1;PTDSS2;MBOAT7;LPCAT3;GPAT4;ERMP1;TLCD4;PCNX3;TMEM186	6.46137952277e-06	0.01503955409398894	13
KRT79;KRT13	0.0103092021983	0.025459647596980002	5
UQCR10;UQCRFS1	4.17185588175e-05	0.010072704696032934	23
ELOB;ASB9;ELOC	7.92154352445e-10	0.00623400996772449	45
KRT33B;KRT78	0.0103092021983	0.01712695834315	2
CD37;CD53	Null	Null	0
GLDC;GCSH	9.43634068492e-06	0.010531696620879778	25
SDC4;SDC3;SDC2;SDC1	7.48910565544e-11	0.0031644888947990014	53
ZFYVE9;ZFYVE16	0.000487891352516	0.010751623061823999	4
COX6C;MT-CO3;COX6A1;TMEM126A;UQCRQ;COX4I1;COX7A2	4.19288489877e-12	0.0028104443072861896	50
AK4;IBA57;GRPEL2;AUH;HIBCH;NDUFAF7	1.2102966e-05	0.020041567775709996	9
RALGAPA1;RALGAPA2	Null	Null	0
UNC119B;NPHP3	1.57272344749e-05	0.010060187652408301	3
CGNL1;CGN	0.00169504662332	0.00169504662332	1
FNDC9;RPRM;SMIM3	Null	Null	0
MYO3B;IQCD;MYO3A	0.0332830257747	0.0380368454395	2
GBE1;GYG2;GYS1;GYG1;AGL	4.47857399779e-13	0.002420900962882058	43
FUBP3;FUBP1	Null	Null	0
NLE1;NOP2;RIOX1;DHX37;BRIX1;RIOX2;TSPYL1;SDAD1;RPF2;RBM4B;RBM34;NIP7;NOP16;RPP14;DDX52;UTP3;NKRF;REXO4;DNTTIP2;RPP40;RPP38;WDR74;BMS1;SURF6;ZNF771;ZNF16;ZBTB11;FTSJ3;SPTY2D1;DDX54;RPP30;POP4	1.19035682164e-30	0.0035061169290911153	60
MGA;MNT;E2F6;MAX	0.000207512358089	0.03152277339239986	7
ZNF837;ZNF648;ZNF250;ZBTB8A	Null	Null	0
NLE1;TSPYL1;RIOX1;RPP14;RPP38;RPP30;RPP40;POP4;DHX37;NOP2;NOP16;BRIX1;RPF2;SDAD1;RBM34;RBM4B;REXO4;NKRF	3.65174830377e-17	0.002063133680294649	49
INTS1;INTS8;INTS12;INTS4;INTS3;INTS2;INTS5	8.87811609e-22	0.0019732877074725135	21
AP1S1;AP1S2;AP1B1	1.10901609342e-08	0.0051689742952931135	31
CAPZA2;CAPZA1;CAPZB	2.62005052071e-06	0.007961236716826029	47
PTDSS1;TMEM245;RFT1;TMEM161B;CMTM4;TMEM164;TMEM161A;XKR8;SLC39A1;SLC35F1;LMBRD2;SLC35F2;SLC35F5;LPCAT3;SC5D;SERINC1;ERMP1;ATP13A3	Null	Null	0
MCM6;MCM4;MCM2;H3C3	7.92154352445e-10	0.008846332878974378	64
BMS1;NOP14;NOP2;RBM34;UTP3;BRIX1;SF3B4;SDAD1;RPF2;NOP16;NLE1;FTSJ3;ZCCHC9;REXO4;NKRF;DHX37;FCF1;RBM4;DDX52;TSPYL1;NIP7;SURF6;RIOX1;WDR74;ZNF771;ZNF16;RSL24D1;ZBTB11;DDX54;SPTY2D1;DNTTIP2;NOC3L;TBL3;TAF1C;NVL;CCDC86;PWP2;ISG20L2;ESF1;NOM1;UTP18;WDR36;PAK1IP1;PUM3;KRR1;PARP2;TSPYL2;WDR3;IMP4;RIOX2;NOP53;AATF;NOL12;TTF1;PDCD11;WDR46;UTP14A;IMP3;GZF1;NIFK;ZNF800;MPHOSPH10;USP36;RBM19;SRSF5	7.0188389241e-69	0.003940062979591519	211
RPF2;DHX37;DDX52;BRIX1;DDX54;NOP2;NLE1;TSPYL1;SDAD1;RBM34;FCF1;NOP16;ZCCHC9;TAF1C;WDR74;NKRF;DNTTIP2;UTP3;REXO4;SPTY2D1;NVL;PWP2;TBL3;WDR36;FTSJ3;BMS1;CCDC86;ZBTB11;UTP18;RSL24D1;ESF1;SURF6	1.19035682164e-30	0.0072067873412321425	70
CAP2;CAP1	4.40362565296e-05	0.0152181963190432	3
FA2H;ERLIN1	0.0101912479397	0.0101912479397	1
HMG20A;CTBP1;ZNF217;RCOR3;RCOR1;RREB1	8.90887506303e-18	0.02170476025732282	20
NCOA6;KMT2C;RBBP5;PAXIP1	4.71342313979e-12	0.00925910078890072	19
DNTTIP2;NLE1;RIOX1;RPP14;DHX37;RPP40;RPP38;RPP30;POP4;NOP2;NOP16;BRIX1;RPF2;TSPYL1;SDAD1;RBM4B;RBM34;REXO4;NKRF;RIOX2;NIP7	4.62546712965e-21	0.002298132867239676	49
BAG6;UBL4A	4.71817034246e-06	0.01585739560356821	7
INTS7;INTS8;INTS4;INTS1;INTS3;INTS2;INTS5	8.87811609e-22	0.0019732876898638963	21
HNRNPDL;RBM3	0.0499622784796	0.0499622784796	1
ERCC1;ERCC4;XPA	1.98038588111e-10	0.013624488704518352	143
HLA-E;HLA-H;HLA-G;HLA-B	4.44158794307e-05	0.006319680673207395	41
TAF12;TAF9;TAF6;TAF10;TAF9B;SUPT3H;TADA3;TAF2	1.19900777012e-23	0.003075642633438798	103
ITGA5;TGM2;ITGB1	7.92154352445e-10	0.023440701919412055	55
CCT6B;CCT6A;CCT7;CCT2	1.5711410466e-11	0.006072803843324921	49
HDAC1;HDAC2;ZNF217;ZNF516;RREB1;RCOR3;PHF21A;RCOR1	1.52218832448e-19	0.011041662914052914	119
SLC38A4;GJA8	Null	Null	0
STMN2;STMN3;STMN1	0.000534490306226	0.0088823006430112	5
SLC37A4;TMEM259;LPCAT4;ALG11;CDS1;KDSR;GPAT3;GPAT4;CERS2;MPDU1;RFT1;EI24;PTDSS2;LPCAT3;ERMP1;ATP13A1;MBOAT7;VKORC1L1;REEP4;MSMO1	1.56923780768e-14	0.012178357404554065	53
RELB;NFKBIA;NFKBIB	4.35684893845e-08	0.011187441002288903	69
G3BP1;G3BP2	0.000396326308767	0.01653063805619175	4
ELP1;ELP6;ELP5	3.96077176223e-09	0.00047528785854229446	5
SERTAD1;ROPN1	Null	Null	0
STX1B;STX2;STX1A;VAMP2;STX4	1.31664416987e-12	0.008941514071152302	86
TRIM10;TRIM35	0.00460178880735	0.015110726883475	2
BAZ1A;MBD2;MTA1;STAG2;MTA2;MBD3;RAD21	1.28239454633e-20	0.012854334167284792	75
NUF2;NDC80;SPC25;SPC24	3.7408120157e-14	0.0003385881460789143	29
SEC22A;TMEM174	Null	Null	0
HLA-A;HLA-B;B2M;HLA-H;HLA-E;HLA-F;HLA-C	3.44242757355e-18	0.0034941506783460786	187
ATG14;PIK3C3	9.43634068492e-06	0.008075264911235308	16
FBXW11;NFKBIB;MCC;NFKB2;NFKB1;RELA;POLR1E;REL	3.62745966145e-22	0.007723641909025536	198
XKR8;TMEM68;ST7;TMEM245;TMEM161B;TMEM164;RFT1;LMBRD2;SLC39A1;SLC35F1;TMEM186;SLC35F2;TLCD4;SLC35F5;LPCAT3;ERMP1;ATP13A3;SC5D;RETREG3;TMEM161A;SLC5A3	Null	Null	0
HLA-B;B2M;HLA-H;HLA-E	8.64997896118e-05	0.013733978206338513	21
BRK1;NCKAP1;CYFIP1	1.98038588111e-09	0.008296923810479284	51
DTL;DDB1;CUL4B;GPS1;COPS2	9.42210695977e-18	0.0068687687020767	46
SERPINF1;AGT;SERPING1;SERPINC1;SERPINF2;SERPINA6;SERPIND1;SERPINA3;CTSG	7.38798630858e-15	0.00815326155052732	63
HLA-G;HLA-E;HLA-H;HLA-B;HLA-F;HLA-C;HLA-A	2.46893593036e-11	0.00477648800945451	120
NDST2;NDST3;NDST1;GALNT6	3.75742820603e-07	0.005892645525352371	24
REXO4;RBM4B;RPF2;RIOX1;DHX37;BRIX1;TSPYL1;NOP16;RPP14;NOP2;DDX52;SDAD1;RBM34;NLE1;RPP40;RPP30;RPP38;NKRF;RIOX2;DNTTIP2;NIP7	9.26851552156e-19	0.0034694976750706554	45
USP20;CEP192;HAUS2;HAUS1;HAUS8;HAUS7;HAUS4;HAUS6;STIL;CEP43;HAUS5	2.60959076949e-18	0.0008911072732581976	70
RIOX1;NOP2;BRIX1;RPF2;NOP16;RPP14;RPP40;RPP38;POP5;RPP30;POP4	3.13652250559e-16	0.0037431080054686396	49
RNF31;SHARPIN;RBCK1	1.98038588111e-10	0.006723105158374891	18
NCOR1;GPS2;TBL1X;TBL1XR1	1.87040600785e-13	0.0054731471035205205	60
CDKN2AIP;RIOX1;BRIX1;DHX37;NOP2;NLE1;SDAD1;TSPYL1;TAF1C;NOP16;RPF2;RBM34;TAF1B;UTP3;ZNF16;NKRF;WDR74;REXO4;DNTTIP2;BMS1;RIOX2;SPTY2D1;NIP7;FTSJ3;TSPYL2;ZCCHC9;CCDC86;ZBTB11;DDX54;ZNF771;SURF6;PARP2;NVL;NOC3L;ISG20L2;RSL24D1;GZF1;PUM3	8.78211116278e-41	0.009520408508963654	53
KDM4A;KDM4B	0.00162776876815	0.0107240080075575	8
TSPYL2;DHX37;RIOX1;BRIX1;NLE1;NOP2;TSPYL1;SDAD1;RPF2;RBM34;NOP16;DDX52;REXO4;WDR74;BMS1;NKRF;ZNF16;DNTTIP2;RIOX2;SPTY2D1;FTSJ3;NIP7;TAF1C;ZBTB11;DDX54;ZNF771;UTP3;RBM4;ZCCHC9;SURF6;TBL3;CCDC86;NVL;NOC3L;RSL24D1	7.27476057986e-37	0.006373654444606387	46
VPS54;VPS53	9.43634068492e-06	0.00870305837752123	4
SNAI2;ZNF76	Null	Null	0
RFC2;RFC5;RFC4	1.98038588111e-10	0.003110947213848221	114
CDK5R1;CDK5	1.57272344749e-05	0.004123406168737047	19
ELP2;ELP4;ELP5;ELP1	5.61121802356e-13	0.0024233957384402487	8
NFATC3;NFATC1	4.40362565296e-05	0.003970197645742778	35
P4HA1;P4HA2	0.000129284375205	0.015726034780872835	12
VPS29;VPS35;VPS26A;VPS26B	1.88536925591e-11	0.0032063810671931164	14
KRT37;KRT6C	0.0103092021983	0.01712695834315	2
WRAP53;NHP2;NOP10;GAR1	1.3092842055e-12	0.007398575476320955	164
SLC25A51;SLC25A28;SLC25A23;MTFP1;SLC25A24;TMEM126B;SLC25A15;PARL;SURF1;RAB5IF	6.65838108261e-05	0.010740427251617677	9
GTF2E2;GTF2E1	1.57272344749e-06	0.004902218747820447	19
BRK1;WASF2;CYFIP1	1.98038588111e-09	0.008688797834771458	50
MBTPS2;RNF121;TMEM41A;DNAJC14;ABHD16A;RHBDD3	0.0499544148625	0.0499544148625	1
HLA-DQA2;HLA-DRB3;HLA-DRA;HLA-DQB1	2.73728189172e-08	0.004688028293707961	36
KLHL28;CUL3;ENC1;KLHL7;KLHL25;KLHL21;KLHL22;KLHL11;IPP;KBTBD2;KLHL24;KLHL23;KLHL15;KLHL8;SPOP;KLHL2	8.95008747926e-22	0.00802188592568125	39
TMEM39A;ALG10;PIGW;ALG8;POMT2;LMF2;PGAP1;PIGM;CDS1;SOAT1;ERMP1;PIGQ;PIGO;ALG9;LPCAT3;ALG12;CERS6	7.02651422371e-14	0.009060531827457976	75
SCD5;FDFT1;FADS3;GPAT3;RFT1;MPDU1;GPAT4;PTDSS2;LPCAT4;ICMT;PIGO;ERMP1;LPCAT3;CDS2;ATL2;LPGAT1;ATL3;MSMO1	3.6601528016e-15	0.006286587367728254	38
FOXRED2;FKBP10;H6PD;EOGT;CERCAM	0.049955987586	0.049955987586	1
PDP2;ME2;IBA57;HIBCH	6.79017340082e-05	0.009794926936359551	4
RBL2;RB1;RBL1	2.04876130943e-08	0.016433900998625666	41
SLC25A28;MTFP1;SLC25A23;SLC25A24;SLC25A25;TMEM126B;SLC25A15;PARL;SURF1;RAB5IF	0.00107547156002	0.01224223866962143	14
NHLH2;BHLHA15	0.0455575725285	0.0455575725285	1
BAP18;ASH2L	0.000552025930068	0.000552025930068	1
UBTF;ISG20L2;DHX37;DDX52;NOP2;BRIX1;FCF1;NLE1;RPF2;NOP16;REXO4;RBM34;ZCCHC9;UTP3;PWP2;IMP4;TBL3;WDR36;NKRF;DNTTIP2;NVL;DDX54;SDAD1;FTSJ3;ZNF16;BMS1;ZBTB11;SURF6;WDR74;RSL24D1;ESF1;UTP18;WDR46;NIP7	1.09845058093e-32	0.005353307527432047	98
NSMCE4A;NSMCE2;NSMCE1;NSMCE3	6.5987923957e-10	0.00994208457544616	9
ZNF296;BCL11B;ZFPM1;ZNF521;SALL3;ZNF423;BCL11A	0.004254741515	0.02277466592018	5
SNAP25;STX4;VAMP2;STX1A;STX3	6.34088954179e-13	0.007331090032975396	95
ZNF770;ZNF668;ZNF574;ZNF107;ZNF48;ZNF512;ZFP62;RSBN1;RSBN1L;ZNF761;ZNF791;ZNF813;TRMT1L;ZNF273;ZNF708;ZNF765;ZNF100;LENG8;ZNF317;ZNF689;ZNF724;ZNF587B;ZNF629;ZNF324;ZNF184;ZNF483;ZNF254;ZNF624;ZNF845;ZNF320;ZNF92;ZNF768;ZNF777;ZNF101;ZNF121;ZKSCAN8;ZNF445;ZSCAN21;ZBTB24;PATZ1;ZNF431;CEBPZ;ZFP30;ZNF467;GZF1;ZNF211;HNRNPLL;ZNF22;ZNF16;RBAK;ZC3H10	1.95120418783e-37	0.0036085662760838885	94
SERPINC1;SERPING1;AGT;SERPINF2;SERPIND1;SERPINA6;SERPINA3	2.61398088826e-13	0.008026807703033271	53
PHKG2;PHKG1	0.000165135961986	0.0008450727554471667	6
DIAPH2;RHOD	0.0499607057562	0.0499607057562	2
CRY2;FBXL3;CUL1;SKP1	3.7408120157e-14	0.015097716249013354	113
CMTM4;TMEM186;TMEM161B;TMEM245;TMEM68;TMEM164;TMEM161A;ATP13A3;RFT1;SLC35F2;LMBRD2;SLC35F5;ERMP1;LPCAT3;CERS2;SLC39A1;SC5D;CERS6;RETREG3;SLC35F1	0.00629577608968	0.025986135210845	4
PROKR2;GJA8	0.0271955338539	0.0316463412103	2
CTNNB1;CTNNA1	1.57272344749e-06	0.02033814109385204	39
HLA-A;HLA-A;HLA-G;HLA-F;HLA-C;HLA-E;HLA-H	8.70602683083e-15	0.004193864631625371	173
TMEM160;TMEM68;MPDU1;ATP13A1;SEC61A2;GGCX;TM9SF3;RFT1;TMEM161A;DPY19L1;PTDSS2;LPCAT3;ERMP1;MBOAT7;TMEM186;ATP13A3;GPAT4	8.03558938095e-05	0.011025031827229501	9
COPS6;COPS3;CDC34;COPS7B;COPS7A;COPS4;COPS5	3.29619490809e-15	0.0027806726297978446	34
IKZF1;IKZF2;IKZF4;IKZF3	0.0225321551325	0.036705178165999996	3
MS4A7;EMP1	Null	Null	0
LPGAT1;ALG11;AGPAT1;FDFT1;TMEM259;KDSR;UBAC2;GPAT3;CDS2;LPCAT4;GPAT4;VKORC1L1;GGCX;PTDSS2;ERMP1;ATP13A1;MBOAT7	1.04455206209e-13	0.011271809636675819	56
PCDH12;PCDH19;PCDH10;PCDHGA11;PCDH7;PCDHGC3	0.00318095351573	0.00630691495701	4
GEMIN8;STRAP;GEMIN7;GEMIN6;GEMIN2	2.82945872002e-14	0.006847503494727835	30
NAA35;NAA38;NAA30	7.48585863061e-08	0.005735847430349165	9
PHPT1;AK1;GMPS;LZTFL1	0.0103866972699	0.02271832708485	2
GMCL2;GMCL1	Null	Null	0
ASGR2;CLEC17A	Null	Null	0
ZNF511;LHX2;ISL1	0.00310565029023	0.00310565029023	1
UGGT2;UGGT1	0.000298817455022	0.011996749587635	9
MTA3;MBD3;MTA2;HDAC1;MTA1;RBBP7;HDAC2;RBBP4	6.26467996452e-23	0.00975249242931444	229
