Complexes(Gene Name)	Min-p-value	Avg-p-value	Number-of-resources
PLA2G2D;GATD1	0.0412213527178	0.04555729919995	2
ZNF526;ZNF408	1	1	0
RYBP;HIPK2	0.000990815771916	0.018350400606654	4
PPP1R9A;PPP1R9B	1	1	0
KLHL20;CUL3	4.71817034246e-06	0.04318436466214916	9
HSPB9;ZNF507	1	1	0
ISCA2;ISCA1;IBA57	8.17566664072e-05	0.009171869981470309	12
ATP1B1;ATP1A1;ATP1A2	2.73728189172e-08	0.008274707228158495	80
CST1;CST4	0.000349313808692	0.011073630395446	2
EID3;NSMCE2;NSMCE1	2.62005052071e-06	0.000123001529429764	5
USP43;USP12	0.0499607057562	0.0499607057562	1
HIC2;ZNF74	1	1	0
EGFL8;EGFL7	1	1	0
SAMD12;PPFIA1;PPFIA3	0.000572182990701	0.003537989082402125	8
RAD9A;RAD1	4.71817034246e-06	0.004067396070999272	31
EDC3;ELMO2	0.0499622784796	0.0499622784796	1
KIF11;KIF22	0.00242199410913	0.028858164658449165	12
USP19;OSBPL8	1	1	0
YAP1;ADK	0.0499607057562	0.0499607057562	1
RFC2;RFC5;RFC4	1.98038588111e-10	0.003110947213848221	114
KIF2A;KIF3A;KIF2C	1.09792593249e-05	0.014934813862843186	24
TAF2;TAF5;TAF10;TAF9;TAF6;TAF4;TAF7;TAF1;TAF11;TAF13;TAF12;SUPT3H;TAF8;TAF4B	6.10251898636e-34	0.002083681995130753	153
ZNF770;TRMT1L	1	1	0
UROS;PNPLA4	0.0441674382201	0.048030665059766664	3
CHIA;RBBP8NL	1	1	0
SPATA17;CALM2	1	1	0
DPP3;APEH	1	1	0
ARNT2;LMO2	0.00194008561353	0.00194008561353	1
C7orf31;CYSRT1	1	1	0
ASXL3;ASXL1;ASXL2	2.99434345224e-07	0.018034086239693593	10
LHFPL1;PLP2	1	1	0
PDLIM1;CSRP1	1	1	0
GALK1;CALR	0.016202196956	0.0332171773896	5
ALDH5A1;NAXD	0.0499607057562	0.04996201635903333	6
GMEB2;GMEB1	1	1	0
STYX;RRAGD;RRAGC	0.000562396799215	0.007042753010708638	11
ZNF571;CSTF2T	1	1	0
DBX2;ZC3H4	1	1	0
RITA1;CEP43	1	1	0
OTUB2;TREX2	1	1	0
GAST;C1QL4	0.0165653967425	0.02484653066775	2
DHX37;PNO1	0.00278372050205	0.021913935336412498	4
DMXL1;DMXL2	0.0011889789263	0.02557562870295	2
LZTR1;KLHL8;KLHL13	0.000684132620251	0.0253216328265755	2
SAFB2;NMNAT1	0.0441674382201	0.0441674382201	1
SPRYD3;TRIM41	1	1	0
FBXL21P;UBB	0.0269027653353	0.03561413696763333	3
GEMIN8;STRAP;GEMIN7;GEMIN6;GEMIN2	2.82945872002e-14	0.006847503494727835	30
CLASP1;CKAP5	0.00358266401337	0.015417707522080477	21
HDAC1;HDAC2;ZNF217;ZNF516;RREB1;RCOR3;PHF21A;RCOR1	1.52218832448e-19	0.011041662914052914	119
MAPRE2;MAPRE3;MAPRE1	7.48585863061e-07	0.008903526379265584	18
RNFT1;KDSR;TMEM259;LPCAT4;UBAC2;REEP4;ATL2;LCLAT1	0.000244772540072	0.031733426154714396	5
KCNN1;CALM2	1	1	0
IQCG;CALM2	1	1	0
RAN;RANBP1	4.71817034246e-06	0.018263585758557955	12
THEM4;THEM5	4.44158794307e-05	0.006680630929795926	4
C1QA;LOX	0.0499607057562	0.0499607057562	1
ZNF134;MFAP1	1	1	0
BTBD6;BTBD3	1	1	0
STH;SNRPC	1	1	0
NPW;PSG3;PSG4	0.0432146011609	0.0432146011609	1
GDI1;GDI2	0.000396326308767	0.0180470568103594	5
PGK2;BAG1	0.0499607057562	0.0499607057562	2
NUP54;NUP58	0.0016100414633	0.004536979585665	2
SMC3;SMC1B	0.000911550510163	0.010316459814305888	9
CALB2;VSNL1;NCALD;HPCA;SNCB	0.00782503878495	0.01451871119745	3
P2RX7;ZNF655	1	1	0
LRRC45;SASS6	1	1	0
TGM5;CAPNS2	1	1	0
ACOT9;SARS2;ABHD10	0.0235636925082	0.0235636925082	1
FAM174A;COMTD1	1	1	0
CHRND;CHRNA5	7.07725551369e-05	0.015767995128069364	8
KRTAP10-8;KRTAP9-4;KRTAP9-2;KRTAP10-1;KRTAP4-2	3.41765174321e-09	0.005516715776412942	19
MLLT6;ZNF777	1	1	0
HCST;ITPRIPL1	1	1	0
SNX33;FNBP1L	1	1	0
KIF24;CCP110	0.00687437418896	0.02845738229992	3
SLC43A1;SLC5A6	0.0288374571331	0.0361134940442	2
DYRK1B;INTS14	1	1	0
SLITRK3;PTPRF	0.000165135961986	0.010268311388642001	3
TRHDE;LNPEP	0.0309134520838	0.03715149151955	2
FGFR2;FYN	9.43634068492e-06	0.03658978876029499	11
INIP;INTS3	0.0023779578526	0.0023779578526	1
GIT1;PXN	4.71817034246e-06	0.01762655349819456	6
FOXK2;MAPK9	0.0135310178422	0.0135310178422	1
VPS16;VPS39;VPS11;VPS33A;VPS18	5.65326417586e-17	0.014328885775101595	31
TOB1;TOB2;CNOT6L;CNOT11;CNOT6;CNOT7;CNOT9;CNOT8;CNOT10;CNOT3;CNOT1	1.56624208809e-26	0.002183785332052009	144
LMBRD2;ARL6IP5	1	1	0
TMEM161A;CNNM3;ODR4;CLPTM1L;GGCX;TMEM186;FAM8A1;ERMP1;PTDSS2	1	1	0
ABCC3;ST7;TMEM223;TMEM104;TMEM39B;TM9SF3;EMC4;ALG6;LMF2;TMTC4;TMEM14C;DPY19L1;RFT1;LMBRD2;TMEM186;TLCD4;ERMP1;LPCAT3;SOAT1;MBOAT7;CAMLG;SLC5A3	1	1	0
TBL3;WDR36;UTP18;PWP2;WDR3;FCF1;ISG20L2;DHX37;UTP3;BRIX1;DDX52;TSPYL1;RBM34;RPF2;IMP4	2.16923050726e-19	0.008881454887743757	41
GSC2;ISX	1	1	0
LONRF1;ZNF426	1	1	0
RAB11A;RAB11B	0.000104296397044	0.01791004987719742	12
VEZF1;ZBTB8A	1	1	0
BCL2;BAX;BBC3	5.45398271659e-08	0.009320151574854017	99
ID2;TCF3;ID4;ID1;MSGN1	9.63833519824e-07	0.013496855662374846	14
PPP5C;PTGES3	0.0322455488438	0.0411031273	2
C1orf109;GET4	0.00374443261043	0.006476571642856667	3
ABHD14B;CTDSP1	0.012524397647	0.02282603112	2
KRTAP10-11;KRTAP4-2	0.023944714488	0.023944714488	1
BBLN;TIMM10B	1	1	0
MAP3K13;INPPL1	0.00388504078988	0.00388504078988	1
DYNC1LI1;DYNC1LI2	0.000112987763464	0.013715659438004445	29
ZNF91;FAM120C	1	1	0
FGF13;NGDN	1	1	0
CNGA3;ADCY3	0.000864811338578	0.017576270989282664	3
CACNG1;SLC7A2	1	1	0
CDIPT;ODF4	1	1	0
MMP2;TIMP3	8.03082257238e-05	0.032807007789209225	8
PODXL;SLC9A3R1	0.0142677471156	0.039101050351349996	8
SEPTIN9;SEPTIN4;SEPTIN1;SEPTIN6;SEPTIN7;SEPTIN11;SEPTIN14;SEPTIN8;SEPTIN5;SEPTIN3;SEPTIN12	9.61313277552e-33	0.004848248772020399	43
SEMA4D;SEMA6A	0.000188726813698	0.013724783326472	4
RDH10;FAAH	1	1	0
ANKRD46;TMEM183A	1	1	0
TTI2;C5orf51	1	1	0
AXL;DDR1	0.0249811392398	0.0249811392398	1
ITGA7;CD9	4.71817034246e-06	0.03497359493574849	5
NSUN5;PIMREG;MUS81	0.0499591330329	0.0499591330329	1
STK38;UCKL1;MAP2K7;ARHGAP19	1	1	0
DDX23;SNRNP200;EFTUD2;LSM4;PRPF8;SNRPD1;TXNL4A;PRPF3;LSM3;LSM2;SNRPN;SNRPD2;SNRPF;SNRPE;LSM6;LSM8;SNRPB;CD2BP2;PRPF31;SART1;LSM10;PRPF4;SNRPD3;PRPF6;SNRNP40;WBP4;SF3A3;SF3A2;SNRNP70;SNRPB2;SNRPA1;SNRPA;SF3A1;SYF2;SNRPC;CWC15;SF3B3;SF3B6;HTATSF1;SF3B4;SF3B1;SNRNP27;SF3B2;SNW1;RBM17;PPIE	8.79110379566e-84	0.0030294502630620113	513
RPL10;RPL18A;RPL32;RPL12;RPL27A;RPL24;RPL9P8;RPL14;RPL27;RPLP1;RPL7;RPLP2;RPL37A;RPL26;RPL15;RPL7A;RPL23A;RPL31;RPL35;RPL10A;RPL19;RPL30;RPL8;RPS13;RPS14;RPL5;RPL28;RPS26;RPS24;RPL18;RPL6;RPL13A;RPL11;RPS8;RPL4;RPS16;RPLP0;RPS19;RPL13;RPS17;RPS9;RPS2;RPS15;RPS6;RPS3A;RPS3;RPL3	1.47329553293e-114	0.0029127754130372895	600
BHMT2;BHMT	0.00011766791443	0.013134066310277701	10
DDX19A;DDX25;MIF4GD;CTIF	0.0302627528797	0.0378262976878	2
ADGRG3;PLP1	0.0386477252339	0.04807651960531667	6
TOMM6;TOMM7;TOMM5;TOMM40L	1.18806319213e-08	0.0028727056045281295	14
BSCL2;TMEM222	0.0499607057562	0.0499614921179	4
DCLK2;RFLNB	1	1	0
ATF7IP2;FSD2	0.0499607057562	0.0499607057562	1
SPN;CXCL16	0.0499607057562	0.0499607057562	1
DCUN1D1;INTS9	1	1	0
ASB10;HIF1AN	0.0386477252339	0.0386477252339	1
PATE1;PCYOX1L	1	1	0
RNF166;BOLL	1	1	0
DNAJC17;HNRNPCL1	1	1	0
HDAC5;CDC25C	0.00156835886876	0.02576453231248	2
LILRA5;IGHM	0.0499607057562	0.0499607057562	1
ERCC1;ERCC4;XPA	1.98038588111e-10	0.013624488704518352	143
XRN2;SDAD1	1	1	0
VPS25;SNF8;VPS36	1.98038588111e-10	0.004567710286659508	22
BTN2A3P;DHRS7	1	1	0
PIP5K1C;PIP5K1A	0.000320614317368	0.006172281435895833	18
HLA-B;B2M;HLA-H;HLA-E	8.64997896118e-05	0.013733978206338513	21
LAD1;CILP2	1	1	0
LGR4;SLC38A3	0.0412213527178	0.0412213527178	1
PBK;HPF1	1	1	0
SLC25A13;SLC25A12;SQOR	0.000169725803323	0.015573148179065271	11
CYB5R3;ADPGK	1	1	0
SLC38A5;ASIC1	1	1	0
ADCY3;ADCY7	1.25155676453e-05	0.005051850877970284	91
PPM1A;PPM1G;PPM1B	7.25379701306e-05	0.012179855618093826	8
PTPN23;TPP2	1	1	0
TOR3A;TOR1B	0.0499607057562	0.0499607057562	1
TTI1;MLST8	0.00156835886876	0.014545819052514	5
ALDH1A3;BBOX1;OXSR1	0.0499591330329	0.0499591330329	1
AP3S1;AP3B2;AP3M1;AP3B1;AP3D1	1.3092842055e-12	0.0057104945389411885	30
CANT1;MGAT5;CHSY1;GALNT7;FUT8	4.83028362349e-05	0.014608139512353081	23
OTUD3;HSD17B14	1	1	0
GIPC2;GIPC1	0.0499607057562	0.0499607057562	2
HOXD3;HOXC8	0.0249811392398	0.0249811392398	1
ZDHHC22;TMEM88	1	1	0
SAT2;SAT1	9.10183867719e-05	0.0062021550711279	11
SMUG1;PRR13	1	1	0
BCL11A;ZNF423	1	1	0
XRCC6;XRCC5	1.57272344749e-06	0.007035334166814504	55
DAZAP2;TENT5C	0.0349277756161	0.0349277756161	2
TKTL2;IMPACT	1	1	0
RPGR;PDE6D	4.71817034246e-06	0.029331816536714156	3
PHF23;MAPK9	1	1	0
EGFL6;LRP1B	1	1	0
UPRT;IRF2BP2	1	1	0
HNRNPU;HNRNPDL	0.00026893570952	0.0328624261594275	8
MAST1;MARK1;MAST2	0.0313822165512	0.0313822165512	1
FAM3A;FAM3C	1	1	0
CFH;CFHR3	1.88726813698e-05	0.007801814249500627	40
PDP2;ME2;IBA57;HIBCH	6.79017340082e-05	0.009794926936359551	4
FSD1;CEP57	1	1	0
ATP23;VARS1	1	1	0
NXPH4;ART5	1	1	0
PABPC1L;PABPC5;PABPC4L	1.90748152465e-06	0.001340410809689538	10
DDA1;DCAF15	1	1	0
MAOA;MIEF1	0.0220865003473	0.0422533391166	12
NUMB;ZNF460	1	1	0
ZNF865;ZNF644	1	1	0
CASP2;MLF2	0.043656680208	0.043656680208	1
ATRIP;ATR	1.57272344749e-06	0.013065225085574967	39
GOLGA3;HERC1	0.0499607057562	0.0499607057562	1
FAM171A2;UPK3BL1	1	1	0
DNM3;MX1	0.00396326308767	0.014267747115624542	11
CCND3;CCND1;CCNE2;CCNO;CDKN1A;CDK1;PCNA	1.33036181073e-12	0.011640016336998371	166
HLA-A;HLA-B;B2M;HLA-H;HLA-E;HLA-F;HLA-C	3.44242757355e-18	0.0034941506783460786	187
AQR;PPIL1;CWC15;BCAS2;PPIE;SNRNP40;SYF2;CRNKL1;CDC40;SNW1;CDC5L;PRPF19;RBM22	9.13820270898e-33	0.007524885900156847	65
ZNF800;ZNF275;ZNF121;CTCF;ZNF512;ZBTB24;ZFX;ZFP91;GZF1;ZBTB48;ZBTB11;PRDM15;ZNF22	0.00109039678023	0.013053524808589094	22
GALNT10;NDST2;CHSY3;B4GALT6;B4GALT4;NDST1;ST8SIA4;PXYLP1;GALNT6;GALNT18;GLCE;CHST10;MGAT2;LARGE2;MAN2A2;GALNT7;CHPF2;GALNT12;B3GNT2;ST3GAL4;TPST1;B4GALT3;MGAT1;CHSY1;HS6ST2;ST6GALNAC4;ST3GAL6;CHST14;C1GALT1C1;ST6GALNAC3;MGAT5	7.89719910602e-38	0.0019430752647194942	125
BEX3;FEM1B;CRTC3;ARID3A	0.0277773542431	0.02827216842745	2
TM6SF2;PVR	1	1	0
PAX9;ZNF343	0.0499607057562	0.0499607057562	1
IPCEF1;CYTH4	1	1	0
LIAS;POLG2	0.00868227944687	0.025879587336785	2
CDK10;CCNQ	0.0247703942979	0.0263997357895	2
HID1;DPP3	1	1	0
TSN;TSNAX	5.66180441095e-05	0.017778459031252376	4
RGS20;RGS19	0.00128963322694	0.021421175420052	5
KRTAP13-2;KRTAP11-1;KRTAP26-1	0.000347745858794	0.000347745858794	1
GNAI3;GNAI2;RGS14	1.70329174786e-05	0.005922757289918327	67
SIRPD;DIRAS2	1	1	0
LONRF1;ISCU	0.0499622784796	0.0499622784796	1
GGA1;GGA2	0.00105914789412	0.00534822233666	4
ATG14;PIK3C3	9.43634068492e-06	0.008075264911235308	16
KLK13;KLK14	0.00115456111528	0.011802825933860001	3
FAM98C;FAM98A	0.0110971366455	0.0110971366455	1
FRYL;FRY	1	1	0
ANK1;ANK2;ANK3	7.0145267909e-07	0.012090590410292012	25
ILF2;XRCC6	3.30271923972e-05	0.030763582570085244	9
TMEM154;TMEM68	1	1	0
RPL38;RPL19	0.0011108069785	0.011403722781487243	29
RAB3GAP2;CTU2	0.0173623722658	0.037305662887425	4
NFE2L1;NFE2L2;NFE2L3;MAFF;MAFK;MAFG	5.76245007596e-11	0.010989551224012638	18
SAMD9;SULT2B1	0.0107039557836	0.0107039557836	1
PKIA;PRKACB	0.00189430309166	0.014437853483045	4
AMMECR1;HOXB9	1	1	0
P2RX2;SLC39A6	1	1	0
SASS6;KIAA0753	0.00165240258383	0.021847222891015	2
PACS2;HADHB	0.0499607057562	0.0499607057562	1
SERPINB8;SERPINB6	0.000122672428904	0.000122672428904	1
RCE1;PIGU	0.0477254774374	0.0477254774374	1
POLR2L;POLR2G;POLR2E;POLR2H;POLR2C;POLR2D;POLR2B;POLR2F;POLR2J;POLR2I	1.77865364582e-33	0.00166177733111809	219
SPAG5;KNSTRN	1.57272344749e-05	0.013086631806537451	2
RAB10;RAB12;RAB34;RAB6A;RAB2B;RAB22A;RAB7A;RAB4B;RAB24	7.17202543801e-18	0.011821689191338747	15
CST2;CST1;ZG16B;CST4	1.26241665802e-05	0.0029429481198909634	11
CSNK1G1;CSNK1G3;CSNK1G2	5.53671053434e-07	0.01937725777992177	5
QRICH1;ZBTB10	0.0297485973676	0.0341095652903	2
ZNF593;ISG20L2;FCF1;RPP38;DHX37;RPP30;PARP2;RPF2;NLE1;TSPYL1;RBM34;REXO4	1.99782626621e-09	0.01847986690781806	33
TUBB6;TUBB2A;TUBAL3;TUBB1;TUBB4B;TUBB4A;TUBB;TUBA1C;TUBA4A	1.37662817507e-21	0.0023028695599137147	152
SC5D;FAM8A1;KDSR;ALG11;GGCX;TMEM205;RFT1;TMEM161A;RETREG2;TM9SF3;ATP13A1;PTDSS2;MBOAT7;LPCAT3;GPAT4;ERMP1;TLCD4;PCNX3;TMEM186	6.46137952277e-06	0.01503955409398894	13
IRX2;PLAGL2	1	1	0
DYDC2;DPY30	0.0178346838945	0.01981631543835	2
MS4A12;PLLP	1	1	0
JAKMIP2;CCDC88B	1	1	0
GABPB1;LMO1	1	1	0
CLEC10A;TNF	0.0165653967425	0.0339847292268	3
HS3ST4;HS3ST2	0.000638525719679	0.015516383320047	7
DIXDC1;FBLIM1	1	1	0
KIR2DL4;CD70	1	1	0
FOXN4;RFX2	1	1	0
FBXL22;SKP1	0.0389296234956	0.0389296234956	1
ACSBG2;TXLNA	0.03471599802	0.03471599802	1
TRPM8;TRPM4	0.000240626687465	0.01754884140788125	4
KRTAP19-4;CCT6B	1	1	0
SLC2A9;FLVCR1	0.0249811392398	0.0374717088597	2
SUGCT;HEMK1	1	1	0
IL36A;IL36RN;IL36G	7.92154352445e-09	0.01740539550894718	10
CYP4F22;TTMP	0.0249811392398	0.0249811392398	1
RNF130;FAM171A2	1	1	0
PTER;MBLAC2	1	1	0
IFT122;DYNC2I2	0.000112987763464	0.017635448345057442	18
EXT2;MOGS	0.0103092021983	0.031174289894483332	6
TROAP;JMJD4	1	1	0
DAD1;RPN1;MAGT1;RPN2	1.87040600785e-13	0.0038405726361954015	30
SCCPDH;PCYOX1L	0.00977604894958	0.020382495879426667	3
ZNF770;ZNF668	1	1	0
SLC12A7;SLC12A4	2.35908517123e-05	0.015012169547414357	12
HIP1R;HIP1	0.000396326308767	0.023648387178428085	12
POLA2;PRIM2;POLA1;PRIM1	3.7408120157e-14	0.0019567130166917458	61
STUB1;HSPB8;BAG3;HSPA8	3.7408120157e-14	0.015450670766172367	24
ZNF516;ZNF217;CTBP2;RREB1;CDYL;RCOR3;HDAC2;HDAC1;EHMT2;EHMT1;RCOR1	2.20098662874e-33	0.010522677564144501	149
ABCB7;SLC25A28;SLC25A25;SLC25A23;SLC25A15;SURF1;SLC25A16;TMEM126B;RAB5IF;PARL	2.97502131996e-05	0.00378812021408687	10
FBXL12;FBXO33;FBXO9;FBXL20;FBXL2;FBXO6;FBXO44;FBXO17;FBXL3;FBXL8;FBXL6;FBXO31;FBXL15;FBXL16;SKP1;FBXW4;FBXO4;CUL1;FBXW5;FBXL4;FBXW2	1.84784204988e-41	0.0028633086597608833	98
ATP13A3;ST7L;TMEM223;TMEM143;TMEM161B;ST7;TMEM164;TMEM39B;TMEM68;SLC35F1;DPY19L1;TMEM186;LMBRD2;SLC35F5;SLC35F2;TLCD4;PCNX3;RETREG3;LPCAT3;PIGO;ERMP1;FAM189B;SLC5A3;MFSD9;DPY19L4;SOAT1;TMEM94;PIGQ;LPCAT4;CERS2;CERS6;GPAT4;ALG9;TMTC3;ALG11;ZDHHC18;SLC44A5;LCLAT1	3.38149334974e-05	0.015920448258093616	12
EEF2KMT;HPRT1	0.0447314549968	0.0473468667382	2
CCNG2;ZNF410	1	1	0
RNF39;DNAAF6	1	1	0
NUDT4;NUDT11	7.07725551369e-05	0.004665160310965701	17
CRB3;TMEM222	1	1	0
GLRX5;BOLA1	1	1	0
TMEM53;EVA1B	1	1	0
DDIT4L;CTAG1A	1	1	0
CEBPA;ATF3;CEBPG	4.91497275286e-05	0.01701284950573686	10
PRKAR1A;PRKAR2A;PRKACA	6.53527340768e-08	0.005877978516113879	91
CCNA2;E2F4	4.71817034246e-06	0.016803973252171776	16
P4HA1;P4HA2	0.000129284375205	0.015726034780872835	12
PRSS45P;AMY1C	1	1	0
RGS2;METAP2	1	1	0
OTC;FDXR	0.0433895309553	0.0485920048998	5
TNK1;CYTH1	1	1	0
ARL5B;ARL5A	0.000396326308767	0.000396326308767	1
RABGGTA;RABGGTB	0.000122672428904	0.010681937655336727	11
TGFBR2;TGFBR1	1.57272344749e-06	0.010029684747898473	183
PPP2CB;PPP2R2A;PPP2R1A	1.98038588111e-09	0.011103935661100808	119
MTMR9;MTMR6;MTMR8	8.54401007614e-07	0.008021617438314617	15
ZNF211;ZNF512	1	1	0
EDEM1;RHBDD1	0.0178346838945	0.0178346838945	1
DDX12P;DDX19B	0.0233157299572	0.032059128691150005	2
GNAZ;GNAO1;GNAI2;GNAI3;GNAS;GNAT2	1.60322951898e-15	0.006129431620034988	110
WSB2;ASB8;SOCS7;SOCS6;SOCS2;ASB13;SOCS5	8.78136428084e-09	0.006033025143241047	17
PPP2CA;CALML3	0.000911550510163	0.025485896695517502	6
COQ8B;OPA1	0.0499622784796	0.0499622784796	4
SRSF10;RNPS1;SAP18;SRSF8	1.41533227958e-05	0.012004250078138675	16
GTF3C2;GTF3C5	1.57272344749e-05	0.0031170330246936737	15
NUF2;NDC80;SPC25;SPC24	3.7408120157e-14	0.0003385881460789143	29
RPL26;RPS16;RPS4X;RPS20;RPS26;RPS18;RPS5;RPS17;RPS9;RPS13;RPS8;RPS25;RPS19;RPS15;RPL7;RPL10A;RPL31;RPLP2;RPSA;RPS2;RPS3A;RPS3;RPS10;RPS6;RPL13A;RPL19;RPL13;RPL23A;RPL4;RPL5;RPLP0	3.47940938829e-73	0.003976303459230742	500
TUBB8B;TUBB1;TUBB4B;TUBA4A;TUBB4A;TUBB;TUBA1A	1.50943774258e-15	0.0032814284676429546	159
CELF6;CRYBA1	1	1	0
BIRC7;NFKBIB	0.000636308721937	0.0010299772707935	2
TMEM119;MFSD14B	1	1	0
ZNF697;ZNF449	1	1	0
MAP4K2;EIF2AK1	1	1	0
NELL1;NELL2	1	1	0
OR10S1;SLC44A5	1	1	0
SMIM1;NAALAD2	1	1	0
PTK6;MAPK13	1	1	0
MAP4K5;MAP4K3	0.000299330659516	0.001974330796039	4
ZNF526;ZNF76	1	1	0
PPP1R3E;PPP1R3D	0.000344178110245	0.00854702047893425	8
ST6GALNAC6;SDR9C7	1	1	0
TYW3;USP9Y	1	1	0
RFC2;RFC4	4.71817034246e-06	0.004859153989484674	79
PRADC1;NXPH4	1	1	0
KRAS;TOMM34	1	1	0
EFNA4;THEM6	1	1	0
YIPF4;YIPF3	1	1	0
RSBN1;RSBN1L	0.00388059379627	0.013176026179186668	3
FEN1;UBE2T;UBLCP1;PPID	0.0499575603094	0.0499575603094	1
ZNF521;ZNF296;BCL11B;SALL3	1	1	0
ZNF273;ZNF512	1	1	0
ZNF668;ZNF48	1	1	0
LRFN4;LRFN1	0.000298817455022	0.021057980600132753	8
ASCC2;SRSF9	0.0499607057562	0.0499607057562	1
NCDN;MAP1S	1	1	0
ROCK2;MAP2K7	0.00101723752583	0.0076347515857985715	7
KLHDC2;BANP	1	1	0
HSP90AA4P;HSP90AB4P;HSP90AB2P;HSP90AB3P	1	1	0
SOCS6;SOCS2;SOCS7;SOCS5;ASB13;WSB2;CISH;SPSB2	1.43748722349e-10	0.00614121149046326	30
MTMR3;WNK1	0.00638984993521	0.028450639529555	4
BORA;MAPK4;PASK;RANBP10	1	1	0
UBXN8;HACD1;ALG3;ELOVL2;DOLK;HACD2	3.62614646527e-06	0.010398739080118617	34
ARHGEF40;CMTR1;BRD7;NET1;NTMT1;TTC3;VRK1	0.0357916424396	0.046412542214225	4
MRPL53;MRPL33;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS10;MRPL40;MRPL44;MRPS24	6.81309081179e-128	0.0018538627734624514	252
SACM1L;TMEM259;FDFT1;CDS1;GPAT3;VKORC1L1;SOAT1;ALG11;GPAT4;CDS2;LPCAT4;CERS2;CERS6;ALG10	1.39530495343e-10	0.010729707686504053	88
MAT1A;MAT2A;MAT2B	1.96996279753e-09	0.005423521136684062	21
KRTAP19-2;KRTAP12-4	0.023944714488	0.023944714488	1
BTF3;NACA2;NACA	0.0011889789263	0.0011889789263	1
GJB7;PALM3	1	1	0
CDIN1;PAN2	1	1	0
DNMT3B;DNMT3A	5.31911624924e-05	0.01610927308075341	22
TCEANC;RIBC2	1	1	0
PSMG1;PSMG2	1.57272344749e-06	0.010899759852823746	2
CLEC4F;CD207	1	1	0
IMPDH1;IMPDH2	8.64997896118e-05	0.00578007386498218	10
ULBP1;ULBP2	0.000657414956033	0.0032868406127759997	3
RACK1;GPBP1	0.0499607057562	0.049960705756200006	3
UNC45A;RIOK2	1	1	0
ZNF366;UBE3A	1	1	0
PAK4;TAOK1	0.00787789718039	0.025184348617347502	4
CRTAC1;METRNL	1	1	0
SF3B4;WDR75	1	1	0
OTUD7B;HUNK	0.0455191707142	0.0455191707142	1
BCL2L13;MTCH2	1	1	0
PPARD;RAD17	0.033127664593	0.033127664593	1
ZNF664;ZNF696;ZNF101	1	1	0
FAM172A;JMJD8	1	1	0
TENT4B;ZNF346	1	1	0
GFUS;NARS1;BLVRA	1	1	0
PLCG1;C2CD5	0.0164998179834	0.01942201919712	5
GADD45GIP1;PUS1	0.0499622784796	0.0499622784796	1
HECTD3;HERC5	1	1	0
AEN;RPF2	1	1	0
UCKL1;MIDN;URGCP;ELP3	1	1	0
NDUFB8;NDUFB3;MT-ND1;NDUFB5;NDUFC2	8.01508488326e-12	0.008997685023206567	110
ANO9;ANO4	0.00424792603166	0.015897088607215	4
NFKBIA;NFKBIE	9.73433039076e-06	0.011777730807446336	23
MYL12B;MYL6	0.00026893570952	0.0032851280568038338	12
C12orf4;TBCK	1	1	0
TDP1;ANKRD49	1	1	0
COLEC10;NUCB2	0.0499622784796	0.0499622784796	1
TMEM239;MFSD14B;TMEM31	1	1	0
VPS52;GOLGA2	1	1	0
ZNF461;MDFI	1	1	0
KRTAP5-11;KRTAP4-4;KRTAP9-2;KRTAP9-8;KRTAP2-4;KRTAP9-3;KRTAP10-1	3.09655046174e-12	0.004879499804489871	28
KMT2C;DPY30;ASH2L	1.66352414014e-08	0.0061461287702686135	30
NDUFAF5;LDHD	1	1	0
SRXN1;ALDH1A3	0.0499607057562	0.0499607057562	1
FABP5;NAMPT	0.0441674382201	0.0441674382201	1
CLRN2;TMEM62	1	1	0
NAA16;NAA50	0.00396326308767	0.01453196465479	3
PAX5;MAPK9	1	1	0
RPL37;RPL18A;RPL21	3.00622576753e-06	0.005954223902193496	50
ZNF396;ZNF445	1	1	0
SCHIP1;EXOC5	0.0499607057562	0.0499607057562	1
RAB25;RAB3D	0.00307152889294	0.01956861149537	2
SNTA1;SNTB1	0.0360656940978	0.0360656940978	2
FOXF1;FOXF2	0.0499622784796	0.0499622784796	2
VAPB;SLC10A7	0.0499607057562	0.0499607057562	1
SIL1;AGA	0.0239871780211	0.03694468091696667	3
SLC30A6;CHPT1	0.0130225991848	0.0130225991848	1
DMAC1;SLC25A35;SLC25A23;SLC25A20;SLC25A24;SLC25A29;SLC25A30	0.00627893050408	0.02647573822424	2
SSRP1;TOP2A;SRPK1;HNRNPC	1.3092842055e-12	0.026871162081584878	6
GLS;TRIT1;FARS2;SARDH;PC;FPGS;FAHD1;HARS2;NDUFA10;MTHFD1L	1.78094421257e-09	0.01940601725305872	30
