UniProt1	UniProt2	Weight
P40938	P49841	0
O95347	Q8TCX1	0
Q08209	Q13683	0
Q9H0U3	P06576	0
O14763	Q5EBL8	0
Q6IBW4	P49642	0
Q9C086	Q9NPF5	0
Q8WWI1	P33176	0
P49642	P55072	0
Q9Y232	Q9P0S2	0
P83436	Q68E01	0
P03905	Q7Z7F7	0
O43791	O14776	0
Q86XI2	Q6NSJ5	0
P05388	P49736	0
O75306	Q9NZ08	0
Q75QN2	Q96QK1	0
Q6ZW49	Q9Y297	0
P62910	P07910	0
Q9ULM6	Q9P2K3	0
Q8IU60	Q04721	0
P05387	Q96PV6	0
Q16629	Q9NY12	0
O75317	Q969R8	0
O75400	P78395	0
Q9P0M9	P49642	0
P42766	Q9Y3B7	0
P54274	P49756	0
Q9HCG8	Q00613	0
P54277	P42336	0
P49354	P62753	0
O95295	Q9Y2X7	0
Q96JG6	Q9H7D7	0
O60563	Q9UIF9	0
O95453	P78345	0
P19174	P04632	0
P06756	Q13501	0
Q9Y4Y9	Q9BWJ5	0
Q9H7D7	Q5T2T1	0
P84243	P00450	0
Q14137	Q9NY12	0
Q13563	Q9NQC3	0
Q9H9Y6	Q9NTJ3	0
O75376	Q9Y2X9	0
P68431	Q52LA3	0
Q13576	O95613	0
O43524	Q07866	0
O00203	P46937	0
O43390	P39019	0
P36897	P17301	0
Q9Y4A5	Q9Y605	0
O75717	Q8WUH2	0
Q9BT25	O94763	0
P50570	O95067	0
O43303	Q14318	0
Q9BUL9	P55196	0
O94927	Q9BYM8	0
Q5H9R7	Q13683	0
Q9Y3B7	P46781	0
O15355	P06400	0
P49768	Q96G97	0
P49711	Q9BZE1	0
O60563	Q9P0U4	0
Q15751	Q13596	0
Q6P179	Q969N2	0
P52630	Q96FC9	0
P83436	Q92562	0
Q14573	P05412	0
Q9NX70	O43739	0
Q14155	P62424	0
Q14469	Q04727	0
Q9UPY3	O15504	0
P02675	Q9UNH7	0
Q9HCG8	Q75QN2	0
P78357	Q13490	0
P20585	Q9BTC8	0
O43318	Q12874	0
P18124	O60832	0
Q8IZL8	Q7Z7H8	0
O15504	Q9UKM9	0
P23396	Q9NPE3	0
Q9UJY1	P00450	0
O14936	O60563	0
P46777	Q9P015	0
Q00987	Q9UBW7	0
Q00987	Q9HD33	0
Q12905	O95793	0
Q96ED9	O43676	0
Q15185	Q9BX63	0
Q9UHA3	P62277	0
O95639	Q9H7D7	0
Q5T4F4	Q8N612	0
P36578	Q9BZE1	0
Q9BYC9	P46782	0
Q9BYD1	O60832	0
P27540	Q9NV88	0
Q13277	O60462	0
Q9UI09	Q9H7D7	0
Q07866	O95999	0
P84243	P08311	0
P01009	Q68CZ6	0
Q49AN0	Q13393	0
Q9BXP5	P78345	0
O75436	P61981	0
P27361	P50914	0
Q8TBF4	Q9H2W6	0
O75694	O43678	0
Q99720	Q15526	0
P68431	P11142	0
Q9UJY1	Q9BSJ2	0
Q9UDY8	Q92600	0
Q92572	Q8TAT6	0
P18621	Q8IXM3	0
Q86YF9	Q9BX66	0
Q9UBB9	Q6QNY1	0
P62841	Q9HCE1	0
Q9BQ67	P46781	0
Q6NSJ5	O14617	0
O60934	O94776	0
Q8TCX1	Q13426	0
P02647	P68104	0
Q9UKL0	O95602	0
P84103	Q99575	0
P61586	P22090	0
O95453	P29590	0
P28749	Q9BQE4	0
Q9BV90	Q15459	0
Q92572	O95298	0
Q9Y4W2	Q53T94	0
O00471	Q86VS8	0
Q8TEQ6	Q9UID3	0
O43752	O00443	0
Q13557	Q5XPI4	0
Q12768	O15120	0
Q99832	Q5XPI4	0
Q9HAF1	Q13576	0
O14983	Q13535	0
P54132	Q9P0U4	0
Q8TEQ6	O14974	0
Q13574	Q6IBW4	0
P08648	P21802	0
O15514	P55196	0
Q13153	Q9UII2	0
P49642	Q13393	0
P62906	Q14839	0
Q01780	O15446	0
Q05519	Q9Y6J0	0
Q969H6	Q9NPE3	0
Q13563	P21709	0
Q9NZN8	Q15836	0
Q9UKV5	Q68E01	0
Q96EV8	Q9Y3C0	0
Q9NX70	O95613	0
Q92878	Q9H9F9	0
P84022	Q08345	0
Q07864	Q8IYH5	0
P49406	Q9NUL7	0
O15042	P47914	0
Q9Y4B6	Q9H270	0
Q12933	Q14186	0
O00257	Q9Y4W2	0
P02751	P63167	0
P08670	Q92599	0
Q9ULH1	Q8IU60	0
Q71F56	Q13557	0
O00471	Q16342	0
P47897	Q9H0H0	0
P18615	Q9UL03	0
P46781	Q9NX20	0
P67775	Q9ULR0	0
O60508	P07203	0
Q15477	Q2M389	0
Q9H3R5	P62917	0
Q9BRJ2	O14561	0
Q641Q2	Q13228	0
Q9NZJ0	P48643	0
P61513	Q01780	0
Q9BX63	P08235	0
P46937	O00443	0
Q9UPN6	P30260	0
P35249	Q6R327	0
Q5SXM2	Q8NCM8	0
O96008	Q9NX14	0
Q96T58	Q99741	0
Q9P0M9	Q8NFJ9	0
Q96JG6	O00429	0
O95453	P35226	0
P05496	Q96CW5	0
Q9NQC7	P35568	0
P61803	Q96S52	0
Q9UHA3	O75446	0
Q9NRX2	Q9NPI6	0
O75052	Q6QNY0	0
Q13535	Q9NZ08	0
Q96EB6	P61353	0
Q9H2X6	Q9ULM3	0
Q9UPY3	Q99575	0
Q9UL63	Q96EL3	0
O00425	P62913	0
Q9GZS1	Q53HL2	0
Q96H22	Q4U2R6	0
P03915	Q9H7D7	0
P78371	P21675	0
Q9Y6K9	Q07864	0
Q9Y4K3	P08708	0
Q9UKG1	O43752	0
Q9UER7	Q6P1X5	0
Q15477	Q9NS69	0
Q8N201	Q96MW5	0
Q8IYU8	Q9BWH6	0
P16989	P47914	0
Q9ULM6	Q5PSV4	0
P78371	Q86VS8	0
Q9NRX2	P83731	0
P17252	Q08345	0
O14965	Q8WUH2	0
P51948	P21675	0
P11362	Q9UI09	0
Q9UKZ1	O14920	0
A5YKK6	Q9H0E3	0
Q15477	P07910	0
Q9UJC3	O75052	0
O60508	Q6P2C8	0
P35579	Q13620	0
Q8IZP0	O95613	0
P28482	Q15084	0
Q75QN2	Q9Y2A7	0
Q8NE86	Q96S52	0
Q9H9Y6	Q9H0D6	0
Q6DD88	O43676	0
Q8WVB6	P06400	0
P51003	Q9NQS7	0
Q9NQS3	P00742	0
Q14137	Q16795	0
P40429	Q9NY12	0
P50570	O15120	0
Q14498	Q7KZ85	0
Q9UL15	Q15526	0
O75530	O43913	0
P09669	O95168	0
Q5PSV4	Q9UKB1	0
Q96CS2	Q13263	0
Q9Y6M9	Q8WW35	0
Q01196	Q7L8L6	0
Q8TAA9	P38919	0
Q13435	P62263	0
P18621	P00395	0
Q8TAA9	Q9Y3B7	0
Q9NVC6	Q969F9	0
Q96GY3	Q14186	0
Q6ZW49	O95613	0
P10155	Q12874	0
Q96ES7	Q96EV8	0
Q08722	P02746	0
P15880	Q8N983	0
O60244	Q9BZM5	0
O75947	P03905	0
O75052	O60231	0
O60282	Q6QNY1	0
Q8WX92	Q8WYA6	0
Q96Q05	P14635	0
Q15750	Q9P0U4	0
O75400	Q9UIG0	0
Q13042	O95782	0
P49711	Q9NPE3	0
Q9NWU2	P62750	0
Q96FJ2	O15550	0
Q9NUL7	Q96RN5	0
P62857	Q9NV31	0
P78527	Q9GZP9	0
Q969F9	Q9UPV0	0
Q99832	P19022	0
O75717	P42224	0
Q8IYU8	P42695	0
P62854	Q9BRD0	0
P07900	P02679	0
Q8N5N7	P49356	0
P01127	Q8IYB3	0
Q13111	Q9BTC8	0
P46781	Q9HCS7	0
Q9UBB9	Q9UL03	0
Q13405	Q96DF8	0
P84098	Q99549	0
Q15393	Q9GZS3	0
Q9UJC3	Q8NBT2	0
Q96SB4	O15234	0
O75717	P31749	0
Q96FC9	Q8IYH5	0
Q08945	Q9NX20	0
Q96CS2	Q00534	0
Q15022	Q9NQB0	0
Q9BRJ2	P05388	0
P16220	Q14573	0
P12931	O60271	0
O95983	O14776	0
P46782	Q9NY12	0
Q96GC5	Q9HCG8	0
Q9BYC8	Q9Y5B6	0
Q15751	Q8IX03	0
Q9BQA1	P62316	0
Q9H4B6	P49368	0
Q92896	O95707	0
O95071	Q9H4B6	0
Q9ULK5	Q5SXM2	0
P51151	O43676	0
Q13393	Q15528	0
O43752	Q14192	0
P08865	Q9Y4B6	0
Q9GZP9	P03928	0
Q8NFD5	P16104	0
P23396	Q92974	0
P15880	Q9HD33	0
P35249	Q9Y6K9	0
P05387	Q08170	0
Q9NUS5	O14745	0
P51948	Q9H269	0
P62854	Q13247	0
Q9UIV1	Q13188	0
P06241	Q15528	0
P23508	Q8NF91	0
O15042	Q4U2R6	0
Q15751	P26196	0
P62424	Q8N5N7	0
P36941	Q9Y6K9	0
P46779	Q15573	0
Q9UHA3	P22090	0
Q8N3U4	P83111	0
Q9UNP9	P57678	0
Q99459	O95149	0
P62244	Q9BYD3	0
Q9BZK7	O14964	0
P61981	Q9NRL2	0
Q9UL46	Q9BY67	0
Q15544	Q13576	0
Q13084	Q96T58	0
Q15545	O94887	0
Q8IZH2	P62888	0
Q02539	Q9BYD6	0
Q9NX24	Q96DV4	0
O14929	Q13330	0
P50552	Q9H1B7	0
P07437	Q9BSJ2	0
P46777	O95707	0
Q13563	O95295	0
Q9BUR4	Q99873	0
Q8WXE1	P04626	0
O15111	O60832	0
P02545	Q8NE86	0
O15287	Q9UIV1	0
P54198	Q9UER7	0
P78364	Q9BZK7	0
Q7L576	Q9Y2X7	0
Q16181	P46199	0
O95298	Q9BSJ2	0
Q13546	P49642	0
Q15751	Q96EV8	0
O95453	Q12906	0
O95149	O43290	0
Q96AP0	Q14145	0
Q96JG6	O95067	0
O75146	Q99570	0
P11021	P83111	0
Q9UKV3	P53677	0
Q9H4L4	Q01780	0
Q9BTU6	P61586	0
P18621	Q99575	0
Q9UKV5	P52701	0
Q6MZP7	O95613	0
Q9BQ48	P39019	0
P42345	Q7L8L6	0
Q14686	Q8IYH5	0
Q9UPN6	Q13576	0
P35249	P06213	0
Q9NZN8	Q16594	0
Q96N67	Q8WUQ7	0
O60921	P50570	0
Q96G25	P20585	0
O95831	P54819	0
O43303	P51948	0
P26373	Q9HD33	0
O15379	Q9H269	0
Q16594	Q9HCE1	0
Q96KQ7	Q9ULM3	0
O75717	Q92888	0
Q04206	Q9NUX5	0
O95835	P46940	0
Q12769	Q12955	0
Q9UKV3	Q14145	0
P02647	P02679	0
P61247	Q9BSL1	0
Q15751	P43243	0
P14373	Q9NWB7	0
Q8WVT3	P62987	0
O43678	P46199	0
Q96EK2	Q14186	0
Q07021	Q9C086	0
P49207	O00566	0
Q9UBU8	Q13426	0
P50914	Q08170	0
Q9H0H0	O43674	0
P30153	O75146	0
Q96ES7	P21333	0
Q16629	Q9BYD2	0
Q96JC1	O75436	0
Q13405	Q9UER7	0
Q96CW5	Q07864	0
Q9NQC3	P06576	0
P05067	P00533	0
Q13084	Q9UIG0	0
Q8NI27	P46199	0
O75400	P51003	0
P62995	P57678	0
O96017	Q9H269	0
P19338	Q9H0U6	0
Q9Y2L5	Q8IVD9	0
Q9P0M9	Q9BSL1	0
Q9Y232	P51151	0
O75380	Q9P253	0
Q02539	Q9NXF1	0
Q9BTC8	P30260	0
O95793	Q12873	0
Q13617	Q5XPI4	0
Q9H9J2	Q9UHA3	0
Q08999	Q92620	0
O14867	P27635	0
Q96FV9	Q86TS9	0
Q16594	Q15528	0
P28340	Q9Y6K9	0
Q96HW7	Q8NE86	0
Q96EY7	P09661	0
Q9UNH7	P21675	0
P10155	O75533	0
Q8IU81	P28370	0
O94927	Q13131	0
P56524	O00257	0
Q92793	P14635	0
Q07866	Q9NS73	0
Q02539	O60832	0
Q8N3U4	Q7L8L6	0
Q16629	Q9NYY8	0
Q9BYD6	Q9H4B6	0
Q13671	P08238	0
Q9Y6H5	Q96KQ4	0
Q6P1X5	Q9Y6J0	0
O75052	Q14258	0
Q9H0U6	P39023	0
P78527	Q15836	0
Q9Y4A5	O60271	0
Q9UK53	P08047	0
Q8WUH2	Q00613	0
Q15542	O94887	0
O00443	Q9NXX6	0
P68431	Q15022	0
P19338	Q92974	0
P07900	O75146	0
Q9NZJ0	P27986	0
Q9H9Y6	Q9BTC8	0
O75694	O75146	0
Q71U36	P11717	0
Q13257	O75478	0
P20339	O14763	0
O43299	Q9UL15	0
Q9NUL7	Q9HCE1	0
Q8TCC3	Q9UBB9	0
Q8TAA9	Q9H9F9	0
Q8TCC3	P25054	0
Q8TAA9	P46781	0
Q9UKV5	Q9NX14	0
Q9UH77	Q9BYD3	0
O60306	Q02153	0
Q9NVH2	Q86VS8	0
P05164	P19838	0
Q92990	P51151	0
O75489	P36542	0
Q99570	Q9UID3	0
Q8IXK0	P17301	0
P19447	P49757	0
P06756	P08069	0
P62854	O60832	0
Q9HD33	Q9HCE1	0
Q8TDR0	Q96EV8	0
Q8IYB3	Q15545	0
Q96HW7	Q9NQC3	0
Q8WXE1	Q9NZ08	0
P49406	Q9UBV2	0
P62979	Q9BUL9	0
P29083	P62495	0
Q9GZS1	O75530	0
Q13243	P49207	0
P21926	P12830	0
Q9UL63	Q9Y618	0
Q8IXM3	P46781	0
P02792	P62995	0
Q9H0E3	Q03468	0
Q13596	O14974	0
Q8N5N7	Q9UER7	0
Q15836	P51587	0
Q9HCG8	O00750	0
Q14145	O15078	0
P00395	Q9NWU5	0
Q07021	P62847	0
Q9H0H0	P78395	0
P09001	P56556	0
P50991	O94776	0
Q15047	Q9BSJ2	0
Q6P1L8	Q9UBV2	0
P42766	Q9NX20	0
P31269	Q6QNY0	0
Q9BZJ0	Q5BKZ1	0
P25445	Q9BUR4	0
Q9BSJ2	P03915	0
Q9H8E8	Q8TAM2	0
Q9Y3C0	Q13596	0
Q09028	Q8N3Y1	0
Q7Z6J9	O43390	0
Q15633	O60506	0
P32121	O95707	0
Q9UKV5	Q8N201	0
Q01970	Q9UBB5	0
Q9UI95	O14763	0
Q96FC9	P40227	0
Q96L91	O94776	0
P40937	Q9UPZ3	0
P62873	P01871	0
P67809	Q14498	0
O95059	Q9UQ35	0
P35251	Q07157	0
P15880	Q9NYV4	0
P56524	Q9NYJ8	0
Q9GZY4	P02794	0
Q9UBU6	O60921	0
O00165	O95831	0
P49368	Q13098	0
P28482	Q9NR30	0
Q6WCQ1	P13984	0
Q9UBU6	Q9UKB1	0
Q96IZ0	Q06609	0
O00443	O95251	0
O14974	O75052	0
Q969H0	Q9H160	0
Q13153	Q99496	0
P67775	Q96QC0	0
P01009	P62258	0
Q96JG6	O95167	0
Q5HYA8	Q9UIW2	0
Q92797	Q7L8L6	0
Q8N8D1	Q9BUQ8	0
Q96KQ7	Q8TBF4	0
Q9Y2T2	Q9UQ35	0
Q9Y3B7	P55060	0
O94927	O60216	0
Q12874	P83111	0
Q9NWU2	P78357	0
Q9UJX3	P49643	0
P05164	P02751	0
P25398	Q9NV31	0
O43752	Q15329	0
Q99741	O00429	0
Q02878	Q12849	0
Q08379	Q5XPI4	0
P83436	Q9UPV0	0
Q68E01	O43676	0
Q01201	Q9BWH6	0
O43292	Q6DD88	0
O60832	Q7KZ85	0
Q14562	Q96SB4	0
P00533	Q6P179	0
Q6WCQ1	Q92974	0
Q13352	O75971	0
Q7Z7G2	Q15836	0
Q9BUR4	Q00653	0
P62995	Q9NYK5	0
P18621	Q9NY12	0
Q86SZ2	Q6WCQ1	0
Q00613	Q9UID3	0
P28340	Q92616	0
P57678	P49768	0
Q92618	Q12873	0
O15287	Q16795	0
Q8TDY2	Q9Y2A7	0
P16989	Q9UKV3	0
Q9NZE8	Q7L014	0
Q49AN0	Q9UPN9	0
Q86UW6	Q9UKZ1	0
Q53GS7	Q9NR30	0
Q96LI5	P51948	0
Q9UJX3	Q96Q15	0
Q9Y2X7	Q9Y4B6	0
Q9Y294	Q9UBB5	0
Q92878	O60216	0
Q96CW1	Q14562	0
Q9GZS1	Q9BWH6	0
Q03164	Q9NR30	0
P23508	P15311	0
Q8TAA9	Q9NUL7	0
P62854	Q9BYD2	0
P62487	Q9H8E8	0
Q9UPY3	Q15572	0
Q9UKZ1	Q8IWZ6	0
O75964	P46199	0
O14936	P62424	0
O94927	Q8TDY2	0
P30154	Q9UMS4	0
P51608	Q02878	0
Q13153	Q9UIV1	0
O60313	Q7L1Q6	0
Q04725	Q9Y2W2	0
O96017	P05067	0
Q9Y4B6	O15446	0
P62263	Q99575	0
Q12769	O15120	0
P36954	O14920	0
P25445	P07437	0
Q9H981	Q9Y6J0	0
Q92547	Q12834	0
Q13111	P25054	0
Q9BRJ2	O14974	0
Q6NSJ5	Q9H0H0	0
P06213	P22455	0
Q96KQ4	Q9P0U4	0
Q9BYD1	O95299	0
Q9Y4K3	P31269	0
O00443	P28340	0
O00217	Q96S59	0
P46934	Q14145	0
Q8NHH9	Q9NQC3	0
Q9BRJ2	Q9NPE3	0
Q8IYU8	P19447	0
P27348	Q9Y3R0	0
Q07021	P26373	0
Q9Y6G3	Q99575	0
P28340	P55072	0
P41743	Q9NWU5	0
Q9ULK5	Q6MZP7	0
P02679	Q9UQL6	0
P12931	P36507	0
Q9H8E8	Q13309	0
P11802	Q96GD4	0
Q9NZN8	Q9H0E3	0
Q15022	Q96CW5	0
Q9ULZ2	P06493	0
P05496	Q9UBV2	0
Q13435	Q9NV31	0
Q9ULR0	Q9NXF1	0
Q8WTW3	P25445	0
P25490	Q9ULM3	0
P61513	Q9NV31	0
Q8TEQ6	Q15542	0
P27797	Q9NPI6	0
P25445	Q9Y679	0
P0C0S5	Q9H9B1	0
Q5SXM2	O75496	0
P42224	P78395	0
P50991	P07900	0
Q9UER7	O94887	0
P78371	P84098	0
P52435	O14497	0
Q96Q05	Q96FC9	0
Q8WUQ7	O60832	0
O43752	Q15545	0
Q9ULK5	P27348	0
Q9P253	Q07889	0
O75586	Q9ULR0	0
Q9Y6D9	P19838	0
Q9H4L4	P22090	0
O95059	P61313	0
P36507	Q969F9	0
P54132	P16104	0
Q8NBT2	Q8WUH2	0
O00505	Q15573	0
Q9NP66	P11362	0
Q10469	O95707	0
P61313	O75161	0
Q6QNY0	Q7Z4H7	0
P01137	P08069	0
P54105	Q68E01	0
P19447	Q8WVS4	0
Q9ULR0	Q9UIG0	0
P37088	Q92896	0
Q9HAR2	P27986	0
Q9BZJ0	P62263	0
P42224	P08238	0
P07437	Q00534	0
O95453	Q07955	0
Q9H9J2	P06748	0
P49959	Q7Z4H7	0
Q9Y4A5	Q9Y2X7	0
Q15185	P11388	0
Q9BVC4	Q92990	0
Q8N3U4	Q9H0H0	0
Q96A35	Q6PGP7	0
P0DI81	O75317	0
P42704	Q9BYC9	0
P54652	P14635	0
Q14839	Q9P0U4	0
Q9NWU2	Q5XPI4	0
Q9BZJ0	P46777	0
P62851	Q7L2E3	0
Q6UB99	Q9NXB0	0
Q8WUQ7	P60866	0
Q9BWH6	Q8N157	0
Q8IVT5	Q9UIG0	0
Q9UBU6	O95139	0
O75317	P17612	0
P62979	Q9H4L4	0
Q9ULK4	Q68E01	0
P84022	P19447	0
P33151	Q14145	0
Q96B97	Q9UKZ1	0
Q9UPY3	P25054	0
O60907	Q15836	0
Q13393	O60716	0
P03915	Q9NX20	0
O00471	Q9P2H3	0
Q13546	P55196	0
Q8NCM8	Q9HCE1	0
Q9UKB1	Q92599	0
P42224	Q9UPZ3	0
O96017	P03915	0
Q9UKV3	P05386	0
Q92900	Q9Y5B6	0
Q13596	P27986	0
Q9BYM8	Q6R327	0
P62263	P11940	0
Q15075	Q8TDY2	0
Q12904	Q9UL46	0
P78371	P30153	0
P07437	P01137	0
Q9UNP9	P54105	0
Q96T58	O15550	0
Q8IZP0	P08670	0
Q86XI2	Q16585	0
Q15477	O94927	0
P62834	Q2M389	0
P12931	P08865	0
P39023	Q9BZE1	0
Q13596	Q9NUX5	0
Q9Y230	P33991	0
Q9H269	Q53GS7	0
Q9UIV1	Q15329	0
Q9BYD6	Q9Y5B6	0
Q92900	P35226	0
Q8WTW3	O95295	0
Q15007	O95295	0
Q9Y2W1	P08670	0
Q86VS8	O15027	0
O15169	Q92974	0
Q9H0E3	P62750	0
Q00765	P12931	0
Q9UJC3	Q2M389	0
Q96EY7	P61353	0
P17181	P26006	0
P41743	Q9H981	0
Q49AN0	P25054	0
Q6PGP7	P31749	0
P52435	Q9BYM8	0
Q9H160	Q9UKB1	0
P04049	P11142	0
Q9BYD1	O43390	0
P54105	Q8WXD5	0
P28482	P39023	0
Q92990	Q07889	0
P01871	Q8WUI4	0
Q14258	Q71F23	0
Q96A35	Q9HCS7	0
Q96S52	O14662	0
Q15653	Q8N1B4	0
Q49AN0	P30260	0
Q68E01	P62314	0
Q9BYM8	Q92888	0
Q5XPI4	O43464	0
Q13573	Q92793	0
Q03111	Q8WXD5	0
Q9Y232	O94776	0
Q9Y3Y2	Q99459	0
Q9UKM9	Q14683	0
P62834	Q7Z7H8	0
Q92989	P35613	0
Q9H1B7	Q9Y2X7	0
Q92766	Q9BX63	0
P40763	P30153	0
P49642	P21675	0
O00425	P39023	0
Q9BRJ2	Q53T94	0
Q13574	Q9NZE8	0
P26012	P50570	0
Q9NYY8	Q8WVM7	0
O60271	Q96S52	0
Q14573	O75478	0
Q99459	Q9ULM3	0
Q96N67	P24385	0
P62854	Q9UKM9	0
Q8WWI1	Q9Y2X7	0
Q13490	O00161	0
P49023	Q13418	0
Q96H22	P06748	0
P49768	Q99570	0
Q9BZM4	Q68E01	0
Q13563	Q96CS3	0
Q15751	Q9BXC9	0
P19838	Q7Z4H7	0
Q14145	O60716	0
Q6WCQ1	Q9Y296	0
Q9UNH7	P27986	0
O75489	Q12996	0
Q14192	O43719	0
Q96HW7	O14763	0
O60921	Q92616	0
Q14980	Q86UD0	0
Q03111	O95817	0
P78537	Q2M389	0
Q96GC5	P61313	0
Q96CB8	Q16342	0
Q01105	P26373	0
P25705	P17252	0
Q9BRD0	P83731	0
P62081	Q96T37	0
O43181	Q99741	0
P49642	Q8IYH5	0
Q9UBU7	Q9Y605	0
O96008	P03915	0
Q13573	Q01780	0
Q8TDY2	O75161	0
Q9BRD0	P62424	0
P40763	Q9UQ90	0
P23508	Q7Z4H7	0
O60506	Q9BXP5	0
Q9BZD4	Q96DF8	0
P37088	Q9NQS3	0
Q9BVC4	Q9Y385	0
Q9ULM3	Q9UID3	0
P36954	P49959	0
Q13596	P55060	0
P62249	Q9Y6K9	0
Q96DV4	Q5BKZ1	0
O96008	Q9NQB0	0
Q92769	P61244	0
Q99832	Q92616	0
Q4U2R6	Q13415	0
Q13084	P62906	0
O75376	Q6QNY1	0
Q96DZ1	O60216	0
Q14318	Q13671	0
Q9NYK5	O95793	0
P28370	Q9UKZ1	0
Q96EB6	Q9BXP5	0
Q96PV6	Q9HCE1	0
P19838	Q9NQB0	0
O75822	O14983	0
P37088	O60216	0
P18077	Q53GS7	0
Q96S59	P26373	0
Q9Y6D9	Q9H7D7	0
Q8TAF3	Q9UHI6	0
Q08945	Q9Y2L5	0
Q9NRX2	O75934	0
Q8N1B4	O43676	0
Q16540	Q9UER7	0
O14744	O95400	0
Q13557	P16298	0
Q14155	Q99496	0
Q10469	Q13404	0
P78371	Q15291	0
P09001	Q14562	0
Q9UBW7	Q16891	0
Q8WYA6	Q9NZW5	0
Q08211	Q9Y3Y2	0
Q8NBZ0	Q9ULR0	0
Q96FC9	P54277	0
Q8IYU8	O95402	0
Q9UI95	P00395	0
Q14974	Q9NY12	0
Q15007	O14974	0
O43670	P30260	0
P62714	Q9Y2A7	0
Q96S52	P06576	0
P01112	Q7L1Q6	0
Q9NRR4	O75446	0
P37088	Q96HW7	0
Q9ULM6	Q15022	0
Q8NHH9	Q9UP83	0
Q9Y265	Q16623	0
Q13247	Q96LT9	0
P54136	Q9UHI6	0
O95639	P62841	0
Q9H4L4	Q8NCM8	0
P62861	Q9BYD2	0
Q9NR30	Q96H22	0
P27348	Q6R327	0
Q02543	Q9NZE8	0
Q96EP0	Q9UID3	0
P10244	O94776	0
Q14974	P61313	0
Q12933	P55081	0
Q06323	P35226	0
Q8TBF4	P62424	0
O14593	Q96EP0	0
Q9UQ90	Q92643	0
Q9NQB0	P04049	0
Q9BZJ0	P28340	0
Q16585	O95707	0
Q96EX3	Q8NEZ4	0
O43920	O43464	0
Q15596	Q9ULM3	0
Q9NR30	Q08170	0
Q9NYY8	O95163	0
Q92889	Q92547	0
Q9UKG1	P02679	0
P30153	Q96ES7	0
P33176	Q53HL2	0
Q99708	Q9P0J6	0
P62805	Q7L2E3	0
P35226	Q8IYH5	0
P18084	Q68E01	0
Q99575	P05388	0
P03905	Q7Z2W9	0
P31269	Q9UL03	0
P61254	Q86TS9	0
Q9Y2J2	Q6R327	0
Q14186	Q9BUB5	0
P08708	O95453	0
Q9UQ53	Q14573	0
P40937	Q96N67	0
Q13438	Q00526	0
Q86XI2	Q68E01	0
O95347	P08670	0
Q12769	Q96CW5	0
Q9UJC3	Q92616	0
Q9UL15	P07900	0
Q12933	Q9BVC4	0
Q9Y297	Q15910	0
O15355	P0C0S5	0
Q9H0U6	Q99575	0
Q9Y294	P12956	0
P62841	Q9UII2	0
Q13435	Q7Z7H8	0
Q8WVM7	Q99570	0
P24928	Q96RN5	0
P08708	Q9NZE8	0
P19387	Q9GZY4	0
Q96H22	Q96QC0	0
O60231	Q71F23	0
P61247	Q9GZL7	0
Q9ULK5	Q13367	0
Q9BRV8	P30260	0
P16104	P05388	0
Q9UNH7	Q9BT25	0
Q9NYY8	P61313	0
Q6P2C8	Q13426	0
O60313	Q99816	0
Q13309	Q6R327	0
Q9H0E3	Q13415	0
Q9HC52	P18621	0
Q9Y6M9	Q8IXM3	0
P48047	Q16585	0
Q99708	P61313	0
Q7Z7F7	P32969	0
O95453	Q12929	0
P08235	O15504	0
Q9P015	P55060	0
Q8WTW3	Q96Q15	0
Q8N3U4	Q01970	0
Q9H8E8	Q15291	0
P06241	O95639	0
P05496	Q9Y2X9	0
Q9Y3Y2	Q9Y4B6	0
Q12933	Q96Q05	0
O00471	Q9P0J0	0
Q9H9A5	Q8TAM2	0
Q9UIV1	Q9NZW5	0
O14983	Q13330	0
O00443	Q9P015	0
P28370	Q9Y6K9	0
Q6DD88	Q96QK1	0
Q9UG63	Q14683	0
Q8TEQ6	Q9P013	0
P36507	P17987	0
P62829	Q15526	0
Q86XI2	P55060	0
Q8TF30	O60934	0
Q9Y230	Q96GD4	0
P19338	Q96PV6	0
Q49AN0	O75052	0
P54105	P59780	0
Q96CW5	P21802	0
P78347	Q4U2R6	0
Q9BWT6	O14974	0
Q9Y265	Q16585	0
P27361	Q07666	0
Q15633	Q9UQ35	0
Q9UNP9	Q15542	0
Q53G59	Q14145	0
P52948	O15120	0
Q03135	P03928	0
O00566	Q9NWU5	0
Q9NUP1	Q7L576	0
Q9H2F5	P07992	0
P15311	Q92599	0
Q8WUQ7	Q9UER7	0
Q13616	O43678	0
Q14839	Q9Y618	0
O00425	Q9H4L4	0
Q9NP66	Q9UIF9	0
O95835	Q9Y3R0	0
P83436	P24539	0
P03905	Q9BTU6	0
Q9BUR4	Q96IF1	0
P39023	Q96EY7	0
O14974	Q92888	0
Q5SXM2	P11388	0
P37088	Q16585	0
O14757	Q6WCQ1	0
Q9P015	Q07021	0
Q14573	Q13501	0
Q92542	P12931	0
P42766	Q99459	0
Q9UL63	Q9NX14	0
O95169	P11362	0
O95793	Q8IYB3	0
P02792	Q96G21	0
O00443	Q99575	0
O75400	P49406	0
Q9Y4A5	O95613	0
Q8WXE1	Q6IBW4	0
Q92900	Q9UIG0	0
O14964	P49356	0
O95782	Q92620	0
Q8TCX1	Q99871	0
P33176	Q9P2Y5	0
Q71F56	O14974	0
Q6VY07	Q9BX66	0
P52630	Q9UHI6	0
P63027	P61586	0
